d Bound
0.01 4.06872418976
0.01 3.92650131213
0.016996996997 4.1020028335
0.016996996997 3.76875884685
0.023993993994 4.15008159986
0.023993993994 3.73925415377
0.030990990991 4.16900426995
0.030990990991 3.69284818889
0.037987987988 4.20305268107
0.037987987988 3.70640607413
0.044984984985 4.19636243739
0.044984984985 3.66137214877
0.051981981982 4.24527739041
0.051981981982 3.67176121297
0.058978978979 4.25324450338
0.058978978979 3.55333522167
0.065975975976 4.25477103455
0.065975975976 3.63471563944
0.072972972973 4.19974130213
0.072972972973 3.62006725223
0.07996996997 4.1900081538
0.07996996997 3.64263553954
0.086966966967 4.2031289517
0.086966966967 3.62671872909
0.093963963964 4.2269598306
0.093963963964 3.63221170367
0.100960960961 4.2293756483
0.100960960961 3.64919914594
0.107957957958 4.26925270146
0.107957957958 3.64162034322
0.114954954955 4.25897330905
0.114954954955 3.65318480921
0.121951951952 4.29434667056
0.121951951952 3.59409358654
0.128948948949 4.31371776121
0.128948948949 3.58962505665
0.135945945946 4.36290686361
0.135945945946 3.57721830651
0.142942942943 4.35280254687
0.142942942943 3.60026941637
0.14993993994 4.36081769159
0.14993993994 3.52111318633
0.156936936937 4.38032382157
0.156936936937 3.57515702534
0.163933933934 4.36294393155
0.163933933934 3.53618881936
0.170930930931 4.4349272652
0.170930930931 3.52756459614
0.177927927928 4.3773463466
0.177927927928 3.54402617355
0.184924924925 4.38753561767
0.184924924925 3.55516929506
0.191921921922 4.44404136508
0.191921921922 3.50947263706
0.198918918919 4.45474364209
0.198918918919 3.48623100996
0.205915915916 4.40143260802
0.205915915916 3.42572147022
0.212912912913 4.4615148955
0.212912912913 3.50602874956
0.21990990991 4.41522245203
0.21990990991 3.42563109535
0.226906906907 4.43800159008
0.226906906907 3.5049905121
0.233903903904 4.42856187962
0.233903903904 3.45568656639
0.240900900901 4.48443741034
0.240900900901 3.51061648561
0.247897897898 4.49847707097
0.247897897898 3.49815915909
0.254894894895 4.40468986454
0.254894894895 3.46133527534
0.261891891892 4.49805346615
0.261891891892 3.49856096518
0.268888888889 4.49849502039
0.268888888889 3.52353981169
0.275885885886 4.47408223895
0.275885885886 3.50284832437
0.282882882883 4.41171183965
0.282882882883 3.51481932888
0.28987987988 4.45963575666
0.28987987988 3.56604876886
0.296876876877 4.49875889482
0.296876876877 3.52899838824
0.303873873874 4.50200172401
0.303873873874 3.5864422523
0.310870870871 4.50789604526
0.310870870871 3.54996884284
0.317867867868 4.52735102275
0.317867867868 3.54000691702
0.324864864865 4.52386944075
0.324864864865 3.50711556403
0.331861861862 4.54393542541
0.331861861862 3.53080111274
0.338858858859 4.5467776249
0.338858858859 3.53057158938
0.345855855856 4.55661761581
0.345855855856 3.51124444696
0.352852852853 4.54390164623
0.352852852853 3.51658916292
0.35984984985 4.58341030171
0.35984984985 3.48474611032
0.366846846847 4.57610442034
0.366846846847 3.48933277349
0.373843843844 4.58177081105
0.373843843844 3.51493482637
0.380840840841 4.56400291751
0.380840840841 3.48952961183
0.387837837838 4.56110463612
0.387837837838 3.48453564293
0.394834834835 4.56115579695
0.394834834835 3.48811630124
0.401831831832 4.57759232462
0.401831831832 3.49992153462
0.408828828829 4.58238383234
0.408828828829 3.48518999599
0.415825825826 4.5851873144
0.415825825826 3.49337002023
0.422822822823 4.58463818555
0.422822822823 3.50017919922
0.42981981982 4.58156299151
0.42981981982 3.49154267318
0.436816816817 4.5934437077
0.436816816817 3.50915298217
0.443813813814 4.58703014457
0.443813813814 3.52442742612
0.450810810811 4.5954150702
0.450810810811 3.51158658078
0.457807807808 4.57839278692
0.457807807808 3.50814733536
0.464804804805 4.60284706424
0.464804804805 3.51229048087
0.471801801802 4.61047904377
0.471801801802 3.48516614965
0.478798798799 4.63748083122
0.478798798799 3.50309073063
0.485795795796 4.6354592213
0.485795795796 3.47160451384
0.492792792793 4.62490915575
0.492792792793 3.47138442283
0.49978978979 4.60615886887
0.49978978979 3.5014055151
0.506786786787 4.63010210629
0.506786786787 3.50305188485
0.513783783784 4.6271416138
0.513783783784 3.50323356126
0.520780780781 4.63253673322
0.520780780781 3.50836327049
0.527777777778 4.65173865468
0.527777777778 3.47522106013
0.534774774775 4.62935615177
0.534774774775 3.51199289981
0.541771771772 4.64413803137
0.541771771772 3.50277377815
0.548768768769 4.65436661793
0.548768768769 3.46677749361
0.555765765766 4.65478110568
0.555765765766 3.4674165567
0.562762762763 4.63391331441
0.562762762763 3.47068197947
0.56975975976 4.65014287894
0.56975975976 3.45578982811
0.576756756757 4.64851767828
0.576756756757 3.45229685445
0.583753753754 4.64922404051
0.583753753754 3.42750803012
0.590750750751 4.65197510331
0.590750750751 3.30859868068
0.597747747748 4.63543755793
0.597747747748 3.39853230263
0.604744744745 4.64423403186
0.604744744745 3.4276918859
0.611741741742 4.65009370629
0.611741741742 3.40615734855
0.618738738739 4.64880066805
0.618738738739 3.37681358079
0.625735735736 4.64062868895
0.625735735736 3.23027750313
0.632732732733 4.65009439354
0.632732732733 3.35789340104
0.63972972973 4.66391922118
0.63972972973 3.0797973948
0.646726726727 4.66233506107
0.646726726727 3.00796904694
0.653723723724 4.67436045575
0.653723723724 3.10761363606
0.660720720721 4.69592126744
0.660720720721 3.24797261658
0.667717717718 4.6836642273
0.667717717718 3.21928345513
0.674714714715 4.75336332461
0.674714714715 3.29959663194
0.681711711712 4.80671471726
0.681711711712 3.34455696071
0.688708708709 4.71266435599
0.688708708709 3.30820120889
0.695705705706 4.74504754606
0.695705705706 3.26275811739
0.702702702703 4.75671307579
0.702702702703 3.24767464544
0.7096996997 4.9156880991
0.7096996997 3.24105568607
0.716696696697 4.95980596881
0.716696696697 3.2107032965
0.723693693694 4.78029729096
0.723693693694 3.25204708159
0.730690690691 4.95965111526
0.730690690691 3.34062928391
0.737687687688 4.84240397478
0.737687687688 3.31138248774
0.744684684685 4.8071818016
0.744684684685 3.35618842336
0.751681681682 4.86271650809
0.751681681682 3.32987586493
0.758678678679 4.86945690712
0.758678678679 3.44383280133
0.765675675676 4.82836678699
0.765675675676 3.31739467332
0.772672672673 4.88896016749
0.772672672673 3.35053376799
0.77966966967 4.90397943322
0.77966966967 3.32844496438
0.786666666667 4.85103513607
0.786666666667 3.31062698653
0.793663663664 4.91952183964
0.793663663664 3.15070107307
0.800660660661 4.86956768565
0.800660660661 3.33448217592
0.807657657658 4.83605289406
0.807657657658 3.34230386165
0.814654654655 4.76414886504
0.814654654655 3.28836109684
0.821651651652 4.89009892719
0.821651651652 3.32387483758
0.828648648649 4.84057348849
0.828648648649 3.28720346261
0.835645645646 4.77351715966
0.835645645646 3.26889511177
0.842642642643 4.79545377652
0.842642642643 3.27127465523
0.84963963964 4.78969603152
0.84963963964 3.26411075861
0.856636636637 4.72946803041
0.856636636637 3.25569219039
0.863633633634 4.79339657463
0.863633633634 3.26278347568
0.870630630631 4.70478400059
0.870630630631 3.25950617888
0.877627627628 4.71606682665
0.877627627628 3.34567095159
0.884624624625 4.74496199894
0.884624624625 3.21315245543
0.891621621622 4.71747319961
0.891621621622 3.23963983124
0.898618618619 4.74361014622
0.898618618619 3.25023213673
0.905615615616 4.74358832405
0.905615615616 3.20077411141
0.912612612613 4.74049000195
0.912612612613 3.20703858563
0.91960960961 4.73707501948
0.91960960961 3.20531246851
0.926606606607 4.72253475524
0.926606606607 3.2568721847
0.933603603604 4.73746420814
0.933603603604 3.31075764926
0.940600600601 4.74138974126
0.940600600601 3.26740934729
0.947597597598 4.73532992017
0.947597597598 3.17244258168
0.954594594595 4.76515404541
0.954594594595 3.23956129253
0.961591591592 4.78440839992
0.961591591592 3.20012058064
0.968588588589 4.74741882539
0.968588588589 3.22386849903
0.975585585586 4.80687228725
0.975585585586 3.17980154505
0.982582582583 4.74536271733
0.982582582583 3.17842127316
0.98957957958 4.84900506711
0.98957957958 3.18272613233
0.996576576577 4.88735145993
0.996576576577 3.2192842483
1.00357357357 4.83726463002
1.00357357357 3.22358205058
1.01057057057 4.88902000906
1.01057057057 3.25970507672
1.01756756757 4.87038677807
1.01756756757 3.25365325063
1.02456456456 4.85877800882
1.02456456456 3.16748293481
1.03156156156 4.84797210111
1.03156156156 3.14471451628
1.03855855856 4.82094213825
1.03855855856 3.13733446936
1.04555555556 4.89178355369
1.04555555556 3.22889375237
1.05255255255 4.89276709962
1.05255255255 3.10640476903
1.05954954955 4.95796928817
1.05954954955 3.10451966144
1.06654654655 4.84705618151
1.06654654655 3.15619466812
1.07354354354 4.92204311221
1.07354354354 3.10397522609
1.08054054054 4.96214309662
1.08054054054 3.12473009454
1.08753753754 4.98719604314
1.08753753754 3.13921573509
1.09453453453 5.01269582745
1.09453453453 3.11244813383
1.10153153153 5.10249122238
1.10153153153 3.12386115595
1.10852852853 5.125368327
1.10852852853 3.09914249278
1.11552552553 5.02919062565
1.11552552553 3.22364000455
1.12252252252 5.05407059979
1.12252252252 3.25884983567
1.12951951952 5.13722247894
1.12951951952 3.06980050264
1.13651651652 5.06553616527
1.13651651652 2.90998621278
1.14351351351 5.03824026635
1.14351351351 3.04368293503
1.15051051051 5.00943507696
1.15051051051 3.08583238129
1.15750750751 5.09362084347
1.15750750751 3.09799104559
1.1645045045 5.13891893187
1.1645045045 3.10954698215
1.1715015015 5.02704124732
1.1715015015 2.96173919318
1.1784984985 5.11430856692
1.1784984985 3.06789141811
1.1854954955 5.24508396503
1.1854954955 2.94392457914
1.19249249249 5.03517068177
1.19249249249 2.98711939365
1.19948948949 5.02522023159
1.19948948949 2.99816798537
1.20648648649 5.13863663533
1.20648648649 3.02421059621
1.21348348348 5.14481811701
1.21348348348 3.00010038098
1.22048048048 5.1527766046
1.22048048048 2.83326211249
1.22747747748 5.22812014262
1.22747747748 2.98909489196
1.23447447447 5.24388888087
1.23447447447 3.01931917705
1.24147147147 5.19498025149
1.24147147147 3.02033695665
1.24846846847 5.20795995529
1.24846846847 3.00807243382
1.25546546547 5.05523406441
1.25546546547 3.00355138714
1.26246246246 5.11859687289
1.26246246246 2.95398011682
1.26945945946 5.17693565367
1.26945945946 2.99182701212
1.27645645646 5.18589010142
1.27645645646 2.8860781284
1.28345345345 5.37968704915
1.28345345345 3.08373344142
1.29045045045 5.15331068446
1.29045045045 2.94538724677
1.29744744745 5.23039816676
1.29744744745 3.02415091636
1.30444444444 5.22803249995
1.30444444444 3.00640071174
1.31144144144 5.19508760472
1.31144144144 2.94952693512
1.31843843844 5.41162263082
1.31843843844 2.89697101855
1.32543543544 5.08798880883
1.32543543544 2.85175326517
1.33243243243 5.33696865137
1.33243243243 2.85812206049
1.33942942943 5.29569339277
1.33942942943 2.9629812369
1.34642642643 5.41070372364
1.34642642643 2.86981335457
1.35342342342 5.34565269898
1.35342342342 2.89446185502
1.36042042042 5.3106060131
1.36042042042 3.02241337984
1.36741741742 5.23066896497
1.36741741742 2.96820690341
1.37441441441 5.10783150507
1.37441441441 2.82977112899
1.38141141141 5.21054142177
1.38141141141 2.84412291673
1.38840840841 5.30951100661
1.38840840841 2.74366225863
1.39540540541 5.22397559831
1.39540540541 2.89217730575
1.4024024024 5.29778246031
1.4024024024 2.92044442786
1.4093993994 5.41253681369
1.4093993994 2.78296668337
1.4163963964 5.34662872618
1.4163963964 2.88949587439
1.42339339339 5.32730813014
1.42339339339 3.04284535056
1.43039039039 5.27690472285
1.43039039039 2.87988408131
1.43738738739 5.32337286743
1.43738738739 2.89109027259
1.44438438438 5.11931065204
1.44438438438 2.89743922328
1.45138138138 5.22114083781
1.45138138138 2.84227817305
1.45837837838 5.56022586723
1.45837837838 2.87598084623
1.46537537538 5.04201299468
1.46537537538 2.89542711972
1.47237237237 5.30078374627
1.47237237237 2.76758459776
1.47936936937 5.30877510735
1.47936936937 2.92003979541
1.48636636637 5.27773643185
1.48636636637 2.93161940511
1.49336336336 5.04443244658
1.49336336336 2.95544441106
1.50036036036 5.34315713509
1.50036036036 2.77310723975
1.50735735736 5.07986813294
1.50735735736 2.85645603171
