1.0 1.0 1.0
1.0 1.48275862069 2.59305047243
1.0 1.96551724138 2.87194939542
1.0 2.44827586207 3.40454878323
1.0 2.93103448276 3.64666130997
1.0 3.41379310345 4.4023465758
1.0 3.89655172414 4.71183511978
1.0 4.37931034483 5.13244104198
1.0 4.86206896552 6.22252772742
1.0 5.34482758621 6.36403577189
1.0 5.8275862069 6.85971059552
1.0 6.31034482759 7.28329246205
1.0 6.79310344828 7.77466925395
1.0 7.27586206897 8.38471680872
1.0 7.75862068966 9.14290202755
1.0 8.24137931034 9.48606021773
1.0 8.72413793103 10.2860309273
1.0 9.20689655172 10.8101262843
1.0 9.68965517241 11.3508934342
1.0 10.1724137931 11.8525008259
1.0 10.6551724138 12.1294095666
1.0 11.1379310345 12.727190383
1.0 11.6206896552 13.5132432789
1.0 12.1034482759 13.8722745547
1.0 12.5862068966 14.3686304532
1.0 13.0689655172 15.2551084373
1.0 13.5517241379 15.3776451116
1.0 14.0344827586 16.4052049718
1.0 14.5172413793 16.5403737882
1.0 15.0 17.1813414389
1.05128205128 1.0 1.0
1.05128205128 1.48275862069 2.69234153179
1.05128205128 1.96551724138 2.74785264252
1.05128205128 2.44827586207 3.41452782857
1.05128205128 2.93103448276 3.69522392361
1.05128205128 3.41379310345 4.79709668997
1.05128205128 3.89655172414 4.80286546316
1.05128205128 4.37931034483 5.22732691883
1.05128205128 4.86206896552 6.29894865479
1.05128205128 5.34482758621 6.41222235893
1.05128205128 5.8275862069 6.8841070898
1.05128205128 6.31034482759 7.29318643002
1.05128205128 6.79310344828 7.89542996434
1.05128205128 7.27586206897 8.494635728
1.05128205128 7.75862068966 9.18993906317
1.05128205128 8.24137931034 9.51475457412
1.05128205128 8.72413793103 9.98017581701
1.05128205128 9.20689655172 10.8518866134
1.05128205128 9.68965517241 11.3900316611
1.05128205128 10.1724137931 11.9315952331
1.05128205128 10.6551724138 12.1322871193
1.05128205128 11.1379310345 12.7799219775
1.05128205128 11.6206896552 13.5596264315
1.05128205128 12.1034482759 13.8968572628
1.05128205128 12.5862068966 14.4547119504
1.05128205128 13.0689655172 15.2973232978
1.05128205128 13.5517241379 15.4907925346
1.05128205128 14.0344827586 16.5134798773
1.05128205128 14.5172413793 16.6252196172
1.05128205128 15.0 17.352832881
1.10256410256 1.0 1.0
1.10256410256 1.48275862069 2.70441329883
1.10256410256 1.96551724138 2.76218180922
